customer_id,sim_number,mobile_number,network_type,sim_type,activation_date,status
CUST00749,89226112384769990137,9640695805,5G,Postpaid,2026-04-12,Suspended
CUST00750,89324352348629773474,9477350318,4G,Postpaid,2021-07-10,Active
CUST00751,89636068382053226577,9163228556,5G,Prepaid,2023-02-10,Inactive
CUST00752,89964873349291389419,9602352179,5G,Prepaid,2021-11-26,Suspended
CUST00753,89870268655709174196,9828913051,4G,Postpaid,2025-12-09,Suspended
CUST00754,89045038724754889206,9190581479,4G,Prepaid,2021-07-07,Suspended
CUST00755,89532407436158456463,9562330947,5G,Prepaid,2023-04-25,Suspended
CUST00756,89726788706707039306,9854346458,5G,Prepaid,2026-06-07,Suspended
CUST00757,89747685741102086138,9637333003,4G,Prepaid,2024-06-11,Active
CUST00758,89957825030337257840,9166234253,4G,Prepaid,2021-10-17,Inactive
CUST00759,89380011370807981900,9819400112,4G,Postpaid,2023-03-26,Active
CUST00760,89431634089197459185,9781874146,5G,Postpaid,2025-01-02,Suspended
CUST00761,89482147484123804272,9370704373,4G,Postpaid,2023-06-17,Active
CUST00762,89914223616364351536,9435355462,4G,Prepaid,2023-06-01,Active
CUST00763,89152082748104430947,9847660097,5G,Postpaid,2021-10-05,Active
CUST00764,89984425842758149117,9126193581,4G,Postpaid,2026-06-12,Suspended
CUST00765,89938886466366238534,9185940048,4G,Prepaid,2024-03-29,Active
CUST00766,89873763502371782174,9084695449,5G,Prepaid,2023-04-10,Active
CUST00767,89145321580814832029,9977556123,5G,Postpaid,2022-01-20,Suspended
CUST00768,89426090620133577501,9152290401,5G,Postpaid,2026-02-18,Suspended
CUST00769,89369392685234300873,9629420121,4G,Prepaid,2023-07-14,Suspended
CUST00770,89072716835029971671,9094342208,5G,Postpaid,2024-08-13,Inactive
CUST00771,89550561705640682867,9985778734,4G,Prepaid,2022-05-21,Inactive
CUST00772,89263560130964678874,9230735713,4G,Prepaid,2022-01-23,Inactive
CUST00773,89242534866978118750,9774978953,4G,Postpaid,2025-07-27,Inactive
CUST00774,89795133245395332129,9853559951,4G,Prepaid,2024-02-27,Active
CUST00775,89852551160764717332,9436043872,4G,Postpaid,2024-07-01,Suspended
CUST00776,89515164920104912104,9884860641,5G,Postpaid,2024-06-20,Inactive
CUST00777,89838580590933427105,9250969337,4G,Prepaid,2024-01-19,Suspended
CUST00778,89971713562754243163,9015508806,4G,Postpaid,2024-02-21,Inactive
CUST00779,89043651123870150243,9454505296,5G,Prepaid,2022-09-13,Inactive
CUST00780,89779185438115074209,9047680985,4G,Postpaid,2021-09-01,Active
CUST00781,89896523696304763398,9051834402,5G,Prepaid,2024-06-18,Suspended
CUST00782,89407566131378432600,9470142950,4G,Postpaid,2024-11-04,Active
CUST00783,89928614929175298969,9936834021,5G,Prepaid,2023-06-21,Suspended
CUST00784,89850288703373636525,9549804606,5G,Postpaid,2026-05-15,Suspended
CUST00785,89603314094403684192,9930966634,4G,Postpaid,2022-09-05,Active
CUST00786,89856390752503777658,9055773904,5G,Prepaid,2024-11-18,Suspended
CUST00787,89336665384426215438,9436233193,5G,Prepaid,2021-11-18,Active
CUST00788,89418871170233921853,9108110387,5G,Prepaid,2024-07-05,Active
CUST00789,89074272288096807593,9800778981,4G,Prepaid,2025-10-30,Inactive
CUST00790,89325038682760939803,9666884331,5G,Postpaid,2026-05-13,Active
CUST00791,89057364771502732224,9983381272,4G,Prepaid,2025-06-03,Suspended
CUST00792,89945810858582539478,9405439346,4G,Postpaid,2025-05-23,Inactive
CUST00793,89849936883762650764,9384395372,4G,Postpaid,2022-04-28,Suspended
CUST00794,89239027094854541491,9535849620,4G,Postpaid,2023-03-30,Suspended
CUST00795,89976830404955831929,9302019268,4G,Postpaid,2023-06-06,Active
CUST00796,89029457849309421659,9738555550,4G,Prepaid,2024-08-15,Inactive
CUST00797,89399000811977650719,9817614266,5G,Postpaid,2021-08-05,Inactive
CUST00798,89294292175903901384,9367704110,4G,Prepaid,2023-04-13,Suspended
CUST00799,89453732637734303544,9264913597,5G,Prepaid,2026-06-15,Inactive
CUST00800,89755437069545959611,9425275317,5G,Postpaid,2021-10-04,Suspended
CUST00801,89950060002258566460,9537256563,4G,Prepaid,2025-08-18,Suspended
CUST00802,89770564529678249843,9434889190,5G,Prepaid,2025-10-15,Inactive
CUST00803,89528077345130256260,9242012776,4G,Postpaid,2023-02-03,Suspended
CUST00804,89399440972794684953,9259578744,4G,Prepaid,2023-09-11,Active
CUST00805,89506826163593227777,9848421727,5G,Postpaid,2024-02-23,Inactive
CUST00806,89360187281296135799,9940478913,5G,Postpaid,2025-11-24,Active
CUST00807,89063355785038944991,9616849899,4G,Postpaid,2026-01-30,Active
CUST00808,89025488575227185186,9382794145,4G,Postpaid,2023-09-06,Suspended
CUST00809,89714147945343123022,9733309870,4G,Postpaid,2024-04-03,Active
CUST00810,89751359246812095205,9429852704,4G,Postpaid,2023-07-23,Suspended
CUST00811,89428948796555847133,9446346474,5G,Prepaid,2022-10-05,Active
CUST00812,89911557630657032619,9131101522,4G,Postpaid,2025-03-24,Inactive
CUST00813,89386693269280722298,9958812368,4G,Prepaid,2021-10-15,Suspended
CUST00814,89489440535360485567,9882323511,4G,Postpaid,2023-02-14,Active
CUST00815,89874644113397369117,9225494570,5G,Postpaid,2021-12-10,Inactive
CUST00816,89421730806864035630,9681013247,5G,Postpaid,2025-02-15,Active
CUST00817,89924765253863063153,9081414237,4G,Prepaid,2023-08-13,Active
CUST00818,89199737915748825936,9545173301,4G,Prepaid,2022-07-18,Suspended
CUST00819,89052572238513289943,9487657815,4G,Postpaid,2025-12-29,Suspended
CUST00820,89628771277232321678,9551728642,5G,Postpaid,2024-03-17,Inactive
CUST00821,89990210745414395174,9017147222,5G,Prepaid,2026-01-03,Suspended
CUST00822,89729099201658261056,9196516441,5G,Prepaid,2022-05-28,Suspended
CUST00823,89307338475840618252,9008538094,4G,Prepaid,2025-04-03,Inactive
CUST00824,89282151831044238593,9961990979,4G,Postpaid,2021-11-20,Suspended
CUST00825,89407590344672124898,9913118708,5G,Prepaid,2022-05-19,Active
CUST00826,89714385971586984481,9749167165,4G,Prepaid,2025-05-19,Inactive
CUST00827,89319809937588552373,9986678851,5G,Prepaid,2025-06-14,Suspended
CUST00828,89802429903723210311,9385285794,4G,Postpaid,2024-01-21,Inactive
CUST00829,89265255087273941687,9415068985,4G,Prepaid,2026-05-27,Active
CUST00830,89122922575552159783,9811678734,5G,Postpaid,2025-05-27,Inactive
CUST00831,89086376796941139393,9496675716,4G,Prepaid,2023-08-20,Suspended
CUST00832,89022074932005351498,9231342683,5G,Prepaid,2025-06-15,Active
CUST00833,89891191220790783473,9139570016,5G,Postpaid,2023-03-15,Inactive
CUST00834,89257693222807402246,9224023878,5G,Prepaid,2025-09-30,Inactive
CUST00835,89813246974868454983,9814760409,5G,Postpaid,2025-10-18,Active
CUST00836,89025926757313354927,9629225953,4G,Postpaid,2023-09-11,Active
CUST00837,89336193681454912343,9109853272,4G,Postpaid,2026-02-23,Suspended
CUST00838,89796122751345340482,9667549059,4G,Postpaid,2024-12-21,Active
CUST00839,89550976128437321571,9375374508,5G,Prepaid,2024-08-29,Active
CUST00840,89699833608431703466,9682948170,5G,Prepaid,2025-05-30,Active
CUST00841,89296179273712391304,9294279191,4G,Prepaid,2022-11-06,Suspended
CUST00842,89122918546837515377,9980047202,5G,Prepaid,2026-06-02,Suspended
CUST00843,89316407448627012680,9797087701,5G,Prepaid,2025-02-05,Active
CUST00844,89365507516043625328,9424431029,4G,Prepaid,2022-03-24,Inactive
CUST00845,89702369238599167299,9036740092,5G,Postpaid,2021-08-21,Suspended
CUST00846,89562927211131448042,9709831818,5G,Prepaid,2025-06-18,Inactive
CUST00847,89814211348339461912,9307148830,4G,Postpaid,2022-01-30,Inactive
CUST00848,89812000338932060875,9082759868,4G,Prepaid,2023-06-12,Active
CUST00849,89140829019814665481,9748846748,5G,Postpaid,2021-12-28,Suspended
CUST00850,89938516286151122510,9286425046,5G,Postpaid,2025-04-23,Suspended
CUST00851,89587833528046575219,9742658840,5G,Prepaid,2024-05-08,Suspended
CUST00852,89413197529067870181,9245011601,5G,Postpaid,2021-07-20,Active
CUST00853,89008146365589507246,9181160762,5G,Prepaid,2023-06-12,Active
CUST00854,89893633344385438938,9692621684,5G,Postpaid,2021-10-01,Suspended
CUST00855,89235656254340006824,9020631410,4G,Postpaid,2021-08-21,Suspended
CUST00856,89125810706275244007,9329540568,5G,Prepaid,2022-07-02,Active
CUST00857,89153421519962446262,9961724727,5G,Postpaid,2025-11-20,Suspended
CUST00858,89484350912611108680,9897060446,5G,Postpaid,2024-07-18,Suspended
CUST00859,89328913683060364836,9744571991,5G,Postpaid,2021-09-21,Suspended
CUST00860,89622082098557946899,9421421140,5G,Prepaid,2023-02-21,Inactive
CUST00861,89567229249789952480,9664929070,4G,Prepaid,2023-12-16,Suspended
CUST00862,89151802366154007601,9427134247,4G,Prepaid,2024-03-10,Active
CUST00863,89479753837582976022,9492225716,5G,Prepaid,2026-01-12,Inactive
CUST00864,89832152845456965120,9489524143,4G,Postpaid,2023-08-14,Active
CUST00865,89393598634581269174,9466397180,4G,Prepaid,2022-03-07,Inactive
CUST00866,89450051190482857044,9063357599,4G,Prepaid,2023-10-07,Inactive
CUST00867,89085184506053000301,9756756466,5G,Postpaid,2025-08-18,Active
CUST00868,89244142551538657136,9749134816,5G,Postpaid,2022-10-18,Suspended
CUST00869,89766660059468931846,9242216453,4G,Postpaid,2022-03-15,Inactive
CUST00870,89464196177262074123,9421461004,4G,Postpaid,2025-02-18,Suspended
CUST00871,89249779141198707821,9005819836,4G,Prepaid,2022-01-22,Active
CUST00872,89088148589821713774,9690591837,5G,Prepaid,2023-10-26,Suspended
CUST00873,89005202922655811669,9979005783,4G,Prepaid,2025-03-28,Suspended
CUST00874,89732138267153552139,9807509503,5G,Prepaid,2025-08-16,Inactive
CUST00875,89581441852428826928,9136402942,4G,Prepaid,2021-07-14,Inactive
CUST00876,89371293414554051292,9859503121,4G,Prepaid,2024-02-23,Suspended
CUST00877,89081795031604886476,9599592419,5G,Postpaid,2024-05-23,Active
CUST00878,89952782910188616268,9655360181,5G,Prepaid,2025-01-05,Inactive
CUST00879,89072508498571717707,9328032538,5G,Prepaid,2021-09-16,Inactive
CUST00880,89207091200120285874,9449179216,5G,Prepaid,2024-09-17,Active
CUST00881,89350029789692849973,9811146872,5G,Postpaid,2022-04-27,Active
CUST00882,89818397336363154413,9737021538,4G,Postpaid,2026-03-25,Suspended
CUST00883,89666524651099202202,9355996731,5G,Postpaid,2022-04-15,Suspended
CUST00884,89786503244967268772,9131243466,4G,Postpaid,2022-04-05,Suspended
CUST00885,89762755458592476842,9136215394,4G,Prepaid,2026-01-24,Suspended
CUST00886,89895721362294959141,9014612058,5G,Prepaid,2024-03-31,Inactive
CUST00887,89337785333437040380,9753936007,4G,Prepaid,2024-03-19,Inactive
CUST00888,89369521158897089096,9353336941,5G,Postpaid,2022-11-29,Inactive
CUST00889,89363625166006429273,9800756582,4G,Prepaid,2022-11-05,Active
CUST00890,89627842076952900901,9838686123,4G,Postpaid,2022-04-11,Active
CUST00891,89476767287394470448,9050730907,4G,Prepaid,2021-11-30,Suspended
CUST00892,89736228901454743298,9856366673,5G,Prepaid,2022-03-29,Active
CUST00893,89208303700564332842,9628633897,4G,Prepaid,2022-02-15,Active
CUST00894,89629104102313568087,9011214359,4G,Prepaid,2026-04-02,Inactive
CUST00895,89382903279946267333,9427282881,5G,Postpaid,2023-01-05,Suspended
CUST00896,89239818218074100209,9960402874,5G,Prepaid,2025-02-01,Inactive
CUST00897,89848720572470827686,9064813357,4G,Prepaid,2023-12-08,Inactive
CUST00898,89038091763555894796,9423506884,5G,Postpaid,2025-12-04,Active
CUST00899,89457112608770298918,9396062638,5G,Prepaid,2023-01-18,Active
CUST00900,89364790717150028057,9192947874,4G,Prepaid,2024-09-06,Suspended
CUST00901,89285018284712197424,9603186865,5G,Prepaid,2023-05-19,Suspended
CUST00902,89057023756201038518,9948129645,4G,Postpaid,2026-02-24,Suspended
CUST00903,89916551644347494156,9719591199,5G,Prepaid,2024-04-28,Suspended
CUST00904,89442773325320372488,9364477291,5G,Prepaid,2022-12-07,Inactive
CUST00905,89694692642628943820,9014708231,4G,Prepaid,2025-07-03,Suspended
CUST00906,89824343581652289492,9258828442,5G,Prepaid,2023-05-29,Active
CUST00907,89996724460040458999,9804559128,5G,Postpaid,2025-01-29,Inactive
CUST00908,89098170374901506216,9174475636,4G,Prepaid,2025-04-11,Inactive
CUST00909,89516330734225364207,9370470237,4G,Postpaid,2025-11-10,Active
CUST00910,89856697848363000591,9068212035,5G,Prepaid,2023-01-19,Inactive
CUST00911,89969696211725157643,9795196245,5G,Postpaid,2025-10-21,Inactive
CUST00912,89764011630823451343,9558972359,4G,Prepaid,2023-12-07,Inactive
CUST00913,89001818059107023785,9229297702,5G,Postpaid,2025-09-16,Active
CUST00914,89875261191038890021,9855422054,5G,Postpaid,2023-01-05,Inactive
CUST00915,89998230301825296446,9129896733,5G,Prepaid,2021-07-04,Suspended
CUST00916,89577839204931470422,9063230017,5G,Postpaid,2023-09-26,Suspended
CUST00917,89815021216201696753,9763295166,5G,Postpaid,2025-08-30,Inactive
CUST00918,89561953172361465389,9674863747,4G,Prepaid,2022-08-12,Suspended
CUST00919,89392836814048196388,9036638602,4G,Prepaid,2023-01-02,Active
CUST00920,89385759752763486780,9758405318,4G,Prepaid,2022-09-01,Inactive
CUST00921,89674447527113037915,9522887617,5G,Prepaid,2024-07-05,Suspended
CUST00922,89115890874116134560,9600341058,4G,Prepaid,2026-05-18,Inactive
CUST00923,89137602212405646433,9351719949,4G,Postpaid,2023-02-16,Suspended
CUST00924,89955378310214518656,9009706440,4G,Postpaid,2024-01-08,Suspended
CUST00925,89204623306422075484,9253461155,4G,Postpaid,2024-11-12,Inactive
CUST00926,89792888623455759418,9027820158,5G,Postpaid,2022-10-15,Inactive
CUST00927,89139000774802818355,9083953116,4G,Prepaid,2021-10-20,Suspended
CUST00928,89322752224046314754,9223450896,4G,Postpaid,2025-07-25,Inactive
CUST00929,89111760217060908898,9376670806,5G,Postpaid,2026-01-17,Active
CUST00930,89958418548781647106,9506405118,4G,Prepaid,2022-08-29,Inactive
CUST00931,89241784504394914291,9401440790,5G,Postpaid,2024-01-31,Suspended
CUST00932,89324442850959661690,9935317324,5G,Postpaid,2024-07-08,Inactive
CUST00933,89128446106052620698,9522411341,5G,Prepaid,2025-03-13,Active
CUST00934,89468473705817313236,9689265835,4G,Prepaid,2025-03-09,Active
CUST00935,89190120874167886381,9839688560,4G,Prepaid,2022-03-01,Suspended
CUST00936,89820169396790203563,9684709319,5G,Prepaid,2022-11-09,Inactive
CUST00937,89296877017931462071,9965912394,5G,Postpaid,2021-10-08,Suspended
CUST00938,89563788396463547909,9307845784,4G,Prepaid,2025-10-10,Suspended
CUST00939,89319004369655400670,9230771465,4G,Postpaid,2026-01-21,Suspended
CUST00940,89664852567339119769,9601183769,5G,Postpaid,2025-11-11,Suspended
CUST00941,89997625292018362720,9189813780,5G,Prepaid,2022-01-01,Active
CUST00942,89795742559024830233,9470844445,4G,Postpaid,2025-11-21,Active
CUST00943,89682853424455127486,9672119511,4G,Prepaid,2025-08-05,Inactive
CUST00944,89136641036003154841,9265821655,5G,Postpaid,2023-02-19,Inactive
CUST00945,89818847451769848570,9200088887,5G,Prepaid,2023-08-17,Inactive
CUST00946,89579270308449097608,9143772228,5G,Prepaid,2025-04-16,Suspended
CUST00947,89263663346883935452,9931493548,4G,Postpaid,2024-01-20,Inactive
CUST00948,89547597848843697382,9732761990,5G,Postpaid,2022-11-04,Inactive
CUST00949,89689254292577341094,9731102537,5G,Postpaid,2023-04-24,Inactive
CUST00950,89247304174977356681,9585151494,5G,Prepaid,2025-02-15,Active
CUST00951,89999787556380416410,9467239798,4G,Postpaid,2025-01-19,Suspended
CUST00952,89444993189683021914,9821076059,5G,Postpaid,2026-02-23,Inactive
CUST00953,89674717960705018802,9704253776,4G,Prepaid,2023-01-08,Inactive
CUST00954,89973668755567109273,9325496607,4G,Postpaid,2025-02-21,Suspended
CUST00955,89042416343457746381,9737238057,4G,Prepaid,2024-07-29,Suspended
CUST00956,89025547465032481820,9662966827,4G,Postpaid,2026-06-17,Active
CUST00957,89540054352792996503,9890426854,4G,Postpaid,2022-02-02,Inactive
CUST00958,89751630908387843223,9688958993,5G,Postpaid,2023-09-21,Active
CUST00959,89210808293870241962,9133044217,4G,Prepaid,2022-09-30,Active
CUST00960,89631420541059284879,9856450446,4G,Prepaid,2026-03-11,Inactive
CUST00961,89822904699539969809,9441631664,4G,Postpaid,2025-01-02,Suspended
CUST00962,89562113461215420984,9003379047,5G,Postpaid,2023-10-12,Active
CUST00963,89413156091318255110,9206605808,4G,Postpaid,2025-11-09,Suspended
CUST00964,89985191218216087999,9028917088,5G,Prepaid,2023-12-28,Active
CUST00965,89245269889215942377,9420753087,4G,Prepaid,2025-07-13,Suspended
CUST00966,89641356530435273158,9696673495,5G,Prepaid,2022-07-15,Suspended
CUST00967,89045236567781947447,9500858549,4G,Prepaid,2024-04-09,Inactive
CUST00968,89635720994494094922,9651679212,5G,Prepaid,2021-09-16,Inactive
CUST00969,89111376923903490541,9952617186,4G,Prepaid,2023-09-10,Suspended
CUST00970,89326328085855519717,9968372016,5G,Prepaid,2026-05-02,Suspended
CUST00971,89551766329477269553,9713325819,4G,Postpaid,2026-03-14,Inactive
CUST00972,89729396808354908699,9813004362,4G,Prepaid,2025-04-30,Inactive
CUST00973,89855614205334086839,9153930581,4G,Prepaid,2023-10-23,Suspended
CUST00974,89835055500333027394,9404661010,5G,Postpaid,2024-02-17,Inactive
CUST00975,89712643015033431439,9581618932,5G,Postpaid,2021-10-22,Active
CUST00976,89959873452622106317,9661450181,4G,Postpaid,2023-08-24,Suspended
CUST00977,89548762644768747567,9374361251,4G,Postpaid,2021-07-29,Suspended
CUST00978,89689004337497378140,9618912415,4G,Prepaid,2021-08-21,Active
CUST00979,89197784446469137275,9193387300,5G,Postpaid,2021-10-02,Suspended
CUST00980,89614046604551481549,9289795737,5G,Prepaid,2021-09-26,Active
CUST00981,89369776826895532928,9410894520,5G,Prepaid,2023-01-05,Active
CUST00982,89713436385649316370,9940376494,5G,Postpaid,2025-09-23,Suspended
CUST00983,89583581155240699311,9098455225,5G,Postpaid,2021-11-01,Suspended
CUST00984,89654505228881574443,9422851413,4G,Prepaid,2021-08-20,Suspended
CUST00985,89005134483842472427,9558613333,4G,Prepaid,2025-09-26,Active
CUST00986,89713594868614096499,9131113723,5G,Prepaid,2022-05-02,Inactive
CUST00987,89434941035586255292,9908213522,5G,Prepaid,2023-06-21,Inactive
CUST00988,89164978596390676627,9189098308,4G,Prepaid,2022-07-12,Active
CUST00989,89606728338155123442,9309138919,5G,Prepaid,2025-10-09,Active
CUST00990,89082829581307504073,9082896818,4G,Prepaid,2026-03-26,Suspended
CUST00991,89631471589266090002,9358628358,4G,Postpaid,2021-11-06,Active
CUST00992,89857802801289124639,9877968076,5G,Postpaid,2024-05-29,Suspended
CUST00993,89378237801618162111,9446442359,5G,Postpaid,2023-11-01,Inactive
CUST00994,89430558811463651191,9409270290,5G,Postpaid,2021-09-19,Suspended
CUST00995,89714036406247026681,9224898014,4G,Prepaid,2022-03-13,Active
CUST00996,89494968656700422583,9983639159,5G,Prepaid,2022-06-09,Active
CUST00997,89439217830558768213,9668140348,4G,Prepaid,2024-10-22,Active
CUST00998,89631965733235115634,9536793263,5G,Postpaid,2022-03-03,Inactive
CUST00999,89887961402085788298,9708117596,4G,Postpaid,2022-11-17,Suspended
CUST01000,89488375185767774417,9446658490,4G,Postpaid,2021-09-30,Suspended
CUST01001,89704747124834452119,9070611402,5G,Prepaid,2024-06-06,Inactive
CUST01002,89780319068220758444,9596065855,4G,Prepaid,2023-06-01,Inactive
CUST01003,89345345249963055610,9509443604,4G,Postpaid,2024-11-16,Suspended
CUST01004,89762946615905244562,9181745757,4G,Postpaid,2025-05-30,Active
CUST01005,89806495122544970634,9369008973,5G,Prepaid,2025-12-26,Suspended
CUST01006,89981829090582917314,9590774674,4G,Postpaid,2025-04-08,Inactive
CUST01007,89035049692952866558,9097055501,4G,Postpaid,2022-10-17,Active
CUST01008,89754760383045665331,9431727496,4G,Prepaid,2024-06-07,Active
CUST01009,89928532081213153965,9853402610,4G,Prepaid,2025-12-31,Inactive
CUST01010,89512101416790855507,9852632310,4G,Postpaid,2023-11-24,Suspended
CUST01011,89737912310039636104,9788462054,4G,Postpaid,2023-04-28,Active
CUST01012,89667553633237185662,9118668272,5G,Postpaid,2024-10-19,Active
CUST01013,89519234763238509996,9401881497,5G,Prepaid,2024-07-31,Suspended
CUST01014,89085316972593338168,9818271513,4G,Prepaid,2023-10-02,Inactive
CUST01015,89579031073852038341,9288276343,5G,Prepaid,2023-09-17,Inactive
CUST01016,89782027809683397875,9571886835,5G,Postpaid,2021-10-25,Active
CUST01017,89351567466489601706,9745714727,4G,Prepaid,2026-03-31,Suspended
CUST01018,89936046110217484979,9319807123,5G,Postpaid,2024-04-20,Suspended
CUST01019,89051230335251145503,9812155423,4G,Postpaid,2025-07-05,Suspended
CUST01020,89824485640014185871,9977041458,5G,Postpaid,2026-05-29,Active
CUST01021,89911319983082772233,9643235906,4G,Prepaid,2024-09-24,Suspended
CUST01022,89573246969575304800,9775548400,5G,Prepaid,2021-07-08,Suspended
CUST01023,89467010901609351852,9099798857,5G,Postpaid,2021-12-23,Inactive
CUST01024,89043914884672760022,9966679399,4G,Postpaid,2022-02-25,Inactive
CUST01025,89393972425628427874,9360798909,5G,Postpaid,2021-08-01,Inactive
CUST01026,89566814617048543511,9798338101,5G,Postpaid,2023-11-27,Suspended
CUST01027,89162752042584521497,9408319526,5G,Postpaid,2021-10-07,Suspended
CUST01028,89263261997013541627,9445632250,4G,Prepaid,2024-09-29,Active
CUST01029,89488034018552979545,9678848805,5G,Prepaid,2023-10-08,Suspended
CUST01030,89758837630851079804,9420028923,4G,Prepaid,2025-01-01,Inactive
CUST01031,89549455017125793885,9714243880,5G,Prepaid,2022-01-04,Suspended
CUST01032,89203763670379634737,9724928840,5G,Postpaid,2023-01-17,Active
CUST01033,89950668066698819808,9738537512,5G,Postpaid,2023-05-22,Active
CUST01034,89553740076583413634,9215980560,4G,Prepaid,2025-10-29,Active
CUST01035,89987694182541515681,9470321337,4G,Postpaid,2024-05-01,Active
CUST01036,89438448588686330372,9840964293,4G,Prepaid,2025-04-09,Suspended
CUST01037,89203223714287748816,9079320082,4G,Prepaid,2022-11-09,Suspended
CUST01038,89027399558541210161,9913061085,5G,Postpaid,2023-09-18,Suspended
CUST01039,89643739184945689988,9419364064,5G,Postpaid,2022-08-27,Suspended
CUST01040,89995439218604324582,9182224132,5G,Postpaid,2025-10-11,Suspended
CUST01041,89054351501132792825,9023232139,4G,Prepaid,2023-07-18,Inactive
CUST01042,89172833578424871516,9142735022,4G,Postpaid,2024-03-20,Active
CUST01043,89483970523805636265,9161019953,5G,Postpaid,2025-06-29,Suspended
CUST01044,89239813659048458789,9597842814,5G,Postpaid,2023-12-06,Active
CUST01045,89256180797246898414,9941997981,5G,Postpaid,2025-10-18,Inactive
CUST01046,89269082201370297785,9019115431,5G,Prepaid,2021-11-20,Active
CUST01047,89265720482287990317,9141048820,5G,Prepaid,2024-04-16,Suspended
CUST01048,89941395608675362108,9562009832,5G,Prepaid,2025-08-12,Inactive
CUST01049,89617079173476239594,9529397252,4G,Postpaid,2022-10-26,Active
CUST01050,89516843476628871418,9567916712,5G,Prepaid,2021-08-26,Suspended
CUST01051,89661686430054233367,9013059725,5G,Prepaid,2024-11-16,Inactive
CUST01052,89971536290773052216,9249707306,5G,Prepaid,2025-03-28,Inactive
CUST01053,89795635466404432379,9619202285,4G,Postpaid,2022-10-04,Suspended
CUST01054,89574949202614481519,9026166845,4G,Prepaid,2022-10-27,Suspended
CUST01055,89654217470046243929,9622584819,5G,Postpaid,2025-06-09,Suspended
CUST01056,89793912729983361567,9459827814,4G,Postpaid,2026-06-01,Suspended
CUST01057,89786150091825612829,9649717291,5G,Postpaid,2024-04-24,Inactive
CUST01058,89121699067371975456,9815334533,5G,Postpaid,2023-08-05,Suspended
CUST01059,89709382020718253458,9926978833,5G,Postpaid,2026-04-18,Suspended
CUST01060,89978360825600620104,9208520564,5G,Postpaid,2023-03-13,Active
CUST01061,89799165054161684103,9440585659,4G,Postpaid,2021-10-04,Suspended
CUST01062,89801400476482202752,9743950444,4G,Postpaid,2022-06-02,Inactive
CUST01063,89801197896588721205,9545549128,5G,Prepaid,2024-07-28,Inactive
CUST01064,89909059618089370465,9794944228,4G,Postpaid,2021-10-06,Active
CUST01065,89647489170675538347,9958742796,4G,Prepaid,2021-12-05,Suspended
CUST01066,89056400297277990192,9955094786,5G,Postpaid,2022-08-01,Active
CUST01067,89654634503842579652,9388281059,5G,Prepaid,2022-07-29,Inactive
CUST01068,89813287757692146604,9211894623,5G,Prepaid,2025-11-04,Suspended
CUST01069,89646636865186381873,9655636300,4G,Prepaid,2021-12-12,Active
CUST01070,89860379443766269896,9590156407,5G,Prepaid,2026-05-31,Active
CUST01071,89965048858686624121,9694146735,4G,Postpaid,2025-03-28,Active
CUST01072,89454454571408368437,9962577416,4G,Prepaid,2023-05-30,Suspended
CUST01073,89811649350241476341,9665764063,4G,Prepaid,2025-03-21,Inactive
CUST01074,89828054920625921481,9586171106,4G,Prepaid,2022-07-25,Suspended
CUST01075,89433287531896895715,9693924962,5G,Prepaid,2024-11-22,Suspended
CUST01076,89356280811425153244,9369285156,4G,Postpaid,2025-03-01,Inactive
CUST01077,89256926987010840482,9947741733,4G,Prepaid,2024-05-05,Suspended
CUST01078,89043521356536758239,9010786760,5G,Prepaid,2024-11-06,Inactive
CUST01079,89661401782512695135,9503581654,4G,Postpaid,2023-12-09,Suspended
CUST01080,89740830811132411949,9846487608,5G,Prepaid,2025-08-18,Suspended
CUST01081,89175594205116841620,9460363242,5G,Prepaid,2025-06-23,Suspended
CUST01082,89561861189179421091,9271921736,5G,Postpaid,2024-04-01,Inactive
CUST01083,89402194676986115040,9673906072,4G,Postpaid,2024-11-15,Active
CUST01084,89375442321143243073,9365761476,5G,Prepaid,2024-04-22,Suspended
CUST01085,89414153078300315791,9716402261,4G,Prepaid,2023-06-04,Suspended
CUST01086,89618243661413056117,9945724491,4G,Prepaid,2024-12-14,Suspended
CUST01087,89146801574941769116,9826148109,5G,Postpaid,2025-04-25,Active
CUST01088,89776154493303923217,9183380703,5G,Prepaid,2024-12-10,Inactive
CUST01089,89524070182760954900,9667053308,5G,Postpaid,2022-07-06,Suspended
CUST01090,89791225044605442962,9838606962,5G,Prepaid,2026-06-01,Suspended
CUST01091,89857782689721295802,9911030897,4G,Prepaid,2024-11-16,Suspended
CUST01092,89599004876520347551,9804044161,5G,Prepaid,2025-09-09,Active
CUST01093,89030180376187819946,9130635485,5G,Postpaid,2022-10-23,Inactive
CUST01094,89679138011481419260,9048088057,4G,Postpaid,2025-05-29,Suspended
CUST01095,89275608391793277628,9840249387,4G,Postpaid,2024-08-25,Inactive
CUST01096,89979171064513047706,9992793544,5G,Postpaid,2026-05-13,Active
CUST01097,89583393037535525575,9905730199,4G,Prepaid,2022-06-28,Inactive
CUST01098,89926940881251433831,9145782456,4G,Prepaid,2025-08-03,Active
CUST01099,89915710300001807642,9305128163,5G,Prepaid,2022-10-06,Suspended
CUST01100,89805120881907760285,9173338568,4G,Postpaid,2025-06-26,Inactive
CUST01101,89580918622329467668,9570015034,5G,Postpaid,2022-01-20,Suspended
CUST01102,89615405723748531208,9292356213,4G,Prepaid,2023-01-02,Active
